iter	Logloss
307	0.6458111629
308	0.6457541264
309	0.6457238811
310	0.6456455663
311	0.6456116155
312	0.6455857386
313	0.6455498956
314	0.6454980985
315	0.645370125
316	0.6453188014
317	0.6452594721
318	0.6451817715
319	0.6451743863
320	0.6451372273
321	0.64507644
322	0.6450495684
323	0.644958402
324	0.6448382111
325	0.6447879399
326	0.6446799743
327	0.6444976327
328	0.6444451019
329	0.644395683
330	0.644340858
331	0.6442604078
332	0.6442311855
333	0.6441787848
334	0.6441219656
335	0.644028492
336	0.6439355041
337	0.643915953
338	0.6438804855
339	0.643838277
340	0.6438160686
341	0.6437628231
342	0.6437039635
343	0.6436769626
344	0.6436453075
345	0.64359752
346	0.6435232862
347	0.6433914133
348	0.6433560149
349	0.6432931185
350	0.6432171107
351	0.6431706748
352	0.6431423185
353	0.6431081572
354	0.6430174841
355	0.6429650055
356	0.6428724086
357	0.6427270228
358	0.6426817309
359	0.6425997085
360	0.6425590886
361	0.6425236819
362	0.642468944
363	0.6424045252
364	0.6422992159
365	0.6422540552
366	0.6421441769
367	0.6420758802
368	0.6420039395
369	0.6419041213
370	0.6418603228
371	0.6418236733
372	0.6417811603
373	0.641718399
374	0.6416772738
375	0.6416019574
376	0.6414701426
377	0.6414016015
378	0.6412880907
379	0.6412345158
380	0.6411935019
381	0.6411321293
382	0.6410689262
383	0.6410170928
384	0.640898711
385	0.6408277734
386	0.6407836276
387	0.6407349955
388	0.6406914577
389	0.6406072505
390	0.6405398383
391	0.6404922021
392	0.6404175276
393	0.640344448
394	0.6402695437
395	0.6402201532
396	0.6401313319
397	0.6400419018
398	0.6399582784
399	0.6399304012
400	0.63989539
401	0.6398604533
402	0.6397729585
403	0.6397372186
404	0.6396264161
405	0.6395717144
406	0.6394952428
407	0.6394561208
408	0.6393739611
409	0.6392605784
410	0.6391979043
411	0.6390576105
412	0.638967418
413	0.6388805192
414	0.6388083039
415	0.6387643189
416	0.6387052133
417	0.6385827903
418	0.6384917727
419	0.6384185965
420	0.6383852151
421	0.6382928076
422	0.6382098444
423	0.6381432337
424	0.6380601991
425	0.6380000538
426	0.6379202233
427	0.6378295824
428	0.6377111167
429	0.6376024581
430	0.637433574
431	0.6373347116
432	0.6371939642
433	0.6371080805
434	0.6370315329
435	0.636907578
436	0.6368107088
437	0.6367052361
438	0.636600804
439	0.6364229969
440	0.6363461128
441	0.6362826825
442	0.6362108218
443	0.6361442196
444	0.6361053735
445	0.6360334686
446	0.6359237159
447	0.6358754097
448	0.635789661
449	0.6357023491
450	0.6356401994
451	0.6356242791
452	0.6355301857
453	0.6354408983
454	0.6353666194
455	0.6352881127
456	0.6352085823
457	0.6351195086
458	0.6350485901
459	0.6349805609
460	0.6349476075
461	0.6348701607
462	0.6347281565
463	0.6346714022
464	0.6345711746
465	0.6344587936
466	0.6343745721
467	0.6343056232
468	0.6342431741
469	0.6341648492
470	0.6340613443
471	0.6339659676
472	0.6338732766
473	0.6337554852
474	0.6336256698
475	0.6335503472
476	0.633458176
477	0.6333671985
478	0.6333049413
479	0.6332594864
480	0.6331973141
481	0.6331096134
482	0.6330128146
483	0.6329538868
484	0.6328335884
485	0.6327786467
486	0.6327155054
487	0.6326191319
488	0.6325114444
489	0.6323940456
490	0.6323250277
491	0.6322181181
492	0.6321586935
493	0.632055858
494	0.6319932401
495	0.6318824944
496	0.631791336
497	0.6317229389
498	0.6315624785
499	0.6314646907
500	0.6313892792
501	0.6312785232
502	0.6312037363
503	0.6310877551
504	0.6310274165
505	0.6309524886
506	0.6308483108
507	0.6307865739
508	0.6306400016
509	0.6306126581
510	0.6304387329
511	0.6303349711
512	0.6301887194
513	0.6300213686
514	0.6298688787
515	0.6297660011
516	0.6296978532
517	0.6296397302
518	0.629528975
519	0.6294702284
520	0.629409413
521	0.6293476225
522	0.6292778709
523	0.6292182881
524	0.6291077249
525	0.6289936242
526	0.6288515316
527	0.6288053844
528	0.628695511
529	0.6285848215
530	0.6284888315
531	0.6283874885
532	0.6283041054
533	0.6281667991
534	0.6281063167
535	0.6280074963
536	0.6279171211
537	0.6278233954
538	0.6277730438
539	0.6277179582
540	0.6276647161
541	0.6276120985
542	0.6275312739
543	0.6274087614
544	0.627373003
545	0.6272608468
546	0.6272225906
547	0.6271355134
548	0.627013955
549	0.6269199096
550	0.626840584
551	0.6268006884
552	0.626667468
553	0.6265947885
554	0.6264966663
555	0.6263983613
556	0.6262700069
557	0.6261786883
558	0.6261020837
559	0.6259691651
560	0.6258659428
561	0.6257474396
562	0.6256592522
563	0.6256406517
564	0.6255679249
565	0.6255144551
566	0.6253847721
567	0.6253166963
568	0.6252404368
569	0.6251859495
570	0.6251719651
571	0.6250658049
572	0.624989473
573	0.6249250941
574	0.6248553072
575	0.6247779783
576	0.6246652289
577	0.6246039761
578	0.6245108256
579	0.6244995219
580	0.6244333076
581	0.6243839146
582	0.6242386286
583	0.6241920411
584	0.6240742669
585	0.6240255153
586	0.6239868712
587	0.6239392085
588	0.6238909867
589	0.6238253964
590	0.6237736841
591	0.6237630212
592	0.6236665604
593	0.6235668428
594	0.6235128898
595	0.6234691559
596	0.6234154798
597	0.6233755265
598	0.6232501602
599	0.6231541818
600	0.6230623386
601	0.6229471978
602	0.6228201594
603	0.6227223444
604	0.6226917178
605	0.6226242608
606	0.6225931476
607	0.6225032035
608	0.6223872877
609	0.6222629161
610	0.6221916797
611	0.6220835099
612	0.6219873647
613	0.6218655067
614	0.6218171596
615	0.621747755
616	0.6217037456
617	0.6216422998
618	0.6215455742
619	0.6215027557
620	0.6213762728
621	0.6213031399
622	0.6212390379
623	0.6212067042
624	0.6211724633
625	0.621050282
626	0.6209461452
627	0.6209112731
628	0.6208619988
629	0.6208218437
630	0.6207794298
631	0.6207368848
632	0.6206108951
633	0.6205120242
634	0.6204681736
635	0.6204175954
636	0.6203630747
637	0.6203365861
638	0.6202888061
639	0.6202612687
640	0.620157129
641	0.6201179223
642	0.6200773567
643	0.6199747434
644	0.6198517043
645	0.619731048
646	0.6196482646
647	0.6196038419
648	0.6195251892
649	0.6194304921
650	0.6193430577
651	0.6192977991
652	0.619236453
653	0.6191760387
654	0.6191367872
655	0.619094213
656	0.6189890981
657	0.6189431184
658	0.6189094774
659	0.6188369152
660	0.6187160863
661	0.618659481
662	0.6186224339
663	0.6185473899
664	0.618488425
665	0.6184709115
666	0.6183472263
667	0.6182681305
668	0.618239308
669	0.6182309282
670	0.6181858276
671	0.6181148302
672	0.6180809152
673	0.6179953614
674	0.6178532123
675	0.6178409365
676	0.6177800818
677	0.6176699636
678	0.6175193487
679	0.6174094276
680	0.617367808
681	0.617338985
682	0.6172346369
683	0.6171907847
684	0.6171495685
685	0.6170628974
686	0.6169744276
687	0.6169050297
688	0.6168160312
689	0.6167071944
690	0.6165780992
691	0.6164771183
692	0.6163766327
693	0.6163326109
694	0.6162806873
695	0.6161862425
696	0.6161358392
697	0.6160471654
698	0.6159414236
699	0.6159110349
700	0.6158688615
701	0.6157291813
702	0.6157010311
703	0.615584999
704	0.6154999528
705	0.6153826334
706	0.6153579715
707	0.615314798
708	0.6152626798
709	0.6151455128
710	0.6150554744
711	0.6150254718
712	0.6149577611
713	0.6149222819
714	0.6148875235
715	0.6148103562
716	0.6147248045
717	0.6146151184
718	0.6145196825
719	0.6144739449
720	0.6144329036
721	0.6143832351
722	0.6143031442
723	0.6142672989
724	0.6142245702
725	0.6141098792
726	0.6140280058
727	0.6140073971
728	0.613965341
729	0.6139303836
730	0.6138362166
731	0.6137428826
732	0.613633972
733	0.6135355987
734	0.6134879238
735	0.6134739313
736	0.6134093481
737	0.613328679
738	0.6133112376
739	0.6132379406
740	0.6132117588
741	0.6131232501
742	0.6131055361
743	0.613067892
744	0.6129946521
745	0.6129065674
746	0.6128024101
747	0.6127589939
748	0.6127195763
749	0.6126831339
750	0.6125801594
751	0.6124579992
752	0.6123642712
753	0.6123051826
754	0.6122867447
755	0.6122220452
756	0.612167324
757	0.6120769655
758	0.6120152585
759	0.6119057336
760	0.6117890308
761	0.6117308939
762	0.6116856566
763	0.611653302
764	0.6115562465
765	0.6115110957
766	0.6114558073
767	0.6114439751
768	0.6112949146
769	0.6112549014
770	0.6111766407
771	0.6111408067
772	0.6110478622
773	0.6109954601
774	0.6109527648
775	0.6109054215
776	0.6108366767
777	0.6107825633
778	0.6107271212
779	0.6106480996
780	0.6106061978
781	0.610500961
782	0.6104211713
783	0.6103772037
784	0.6103002325
785	0.6102219786
786	0.6101503331
787	0.6101347015
788	0.61003661
789	0.6099367822
790	0.6098792541
791	0.6097673959
792	0.6097282861
793	0.6096641448
794	0.6095595574
795	0.609531896
796	0.6094803716
797	0.6094400369
798	0.609401153
799	0.6093929802
800	0.6092866482
801	0.6091919183
802	0.6091535518
803	0.6091136249
804	0.6090799852
805	0.6090431451
806	0.6089737033
807	0.6089492438
808	0.6088685647
809	0.608758553
810	0.6086932182
811	0.6086239379
812	0.6085394239
813	0.6085174561
814	0.6084040436
815	0.6083854735
816	0.6082900724
817	0.608198437
818	0.6080903592
819	0.6079933458
820	0.6078849434
821	0.6077507157
822	0.6076779424
823	0.6076230609
824	0.6076065087
825	0.6075548933
826	0.6074356988
827	0.607404109
828	0.6073186339
829	0.6072749418
830	0.6072387779
831	0.6071682187
832	0.6070833197
833	0.6070223794
834	0.6069884258
835	0.6068779427
836	0.6068267531
837	0.6067915982
838	0.6067209683
839	0.606652303
840	0.6066184764
841	0.6065730527
842	0.606515682
843	0.6064431972
844	0.6063858604
845	0.6063770447
846	0.606336667
847	0.6062171496
848	0.606117732
849	0.6061075443
850	0.6060983209
851	0.6060274038
852	0.6059978584
853	0.6059392547
854	0.605910545
855	0.6058830487
856	0.6058331221
857	0.6057770734
858	0.6056723377
859	0.6055706704
860	0.6054715254
861	0.6054362057
862	0.6053738231
863	0.6053266817
864	0.6052415415
865	0.6051269678
866	0.6050636269
867	0.6050301913
868	0.6049878508
869	0.6049273221
870	0.6048279731
871	0.6047741656
872	0.6047001235
873	0.6046175089
874	0.6045479247
875	0.6044831321
876	0.6044149404
877	0.6043296086
878	0.6042981783
879	0.6042714029
880	0.604239412
881	0.6042339205
882	0.6041566398
883	0.6040622322
884	0.6040400132
885	0.6039789083
886	0.603955246
887	0.603839299
888	0.6038197319
889	0.603769531
890	0.6036445719
891	0.6036017171
892	0.6035621057
893	0.6035050972
894	0.603477274
895	0.603468459
896	0.6033987763
897	0.6033798596
898	0.6032865711
899	0.6032545697
900	0.6032208603
901	0.6030958317
902	0.6030866537
903	0.6030156073
904	0.6029795311
905	0.6029636174
906	0.6029357542
907	0.6028744652
908	0.6027997762
909	0.6027114858
910	0.6026633785
911	0.6026523079
912	0.6026283319
913	0.602610692
914	0.6025327601
915	0.6025215194
916	0.6024426113
917	0.6024129471
918	0.6023883266
919	0.6023706505
920	0.6022897142
921	0.6022153093
922	0.6021187861
923	0.602074612
924	0.6020539626
925	0.6019762674
926	0.601969612
927	0.6019013162
928	0.6018717223
929	0.6018342015
930	0.6017089905
931	0.6016163469
932	0.6015474322
933	0.6015163233
934	0.6014962388
935	0.6013936192
936	0.6013834752
937	0.6013036859
938	0.6012562109
939	0.6011696112
940	0.6011418709
941	0.6011006542
942	0.6010357089
943	0.6009531653
944	0.6009334408
945	0.6009026095
946	0.6008145829
947	0.6007837931
948	0.6007121532
949	0.6006383034
950	0.6005677411
951	0.600497317
952	0.6004704158
953	0.6004169478
954	0.600344283
955	0.6003056274
956	0.6002464248
957	0.6001324877
958	0.6001054246
959	0.6000929602
960	0.6000425632
961	0.5999581069
962	0.5999049145
963	0.5998773766
964	0.5998430969
965	0.5998040127
966	0.5997778309
967	0.599718148
968	0.5996945757
969	0.599680426
970	0.5996579442
971	0.5995704289
972	0.5994844754
973	0.5994321912
974	0.5993526457
975	0.5992908235
976	0.5992724181
977	0.5992340539
978	0.599176121
979	0.5991464515
980	0.5990979094
981	0.5990377661
982	0.598982372
983	0.5989745161
984	0.5988989206
985	0.5988758688
986	0.5987703082
987	0.5987029574
988	0.5986814659
989	0.5985888973
990	0.5984942408
991	0.5984734363
992	0.5984641789
993	0.598445216
994	0.5983661318
995	0.5983389508
996	0.5983128083
997	0.5982860606
998	0.5982739946
999	0.5982454483
